SURVEYID,TAXON,FAMILY,SUM(TOTAL)
912342539,Dinolestes lewini,Dinolestidae,8
912342539,Eubalichthys gunnii,Monacanthidae,1
912342539,Notolabrus tetricus,Labridae,32
912342539,Olisthops cyanomelas,Odacidae,11
912342539,Ophthalmolepis lineolatus,Labridae,11
912342540,Caesioperca rasor,Serranidae,12
912342540,Cheilodactylus nigripes,Cheilodactylidae,4
912342540,Dotalabrus aurantiacus,Labridae,2
912342540,Enoplosus armatus,Enoplosidae,2
912342540,Eubalichthys gunnii,Monacanthidae,1
912342540,Notolabrus tetricus,Labridae,37
912342540,Olisthops cyanomelas,Odacidae,7
912342540,Ophthalmolepis lineolatus,Labridae,18
912342540,Parma microlepis,Pomacentridae,3
912342540,Pictilabrus laticlavius,Labridae,7
912342540,Upeneichthys vlamingii,Mullidae,8
912342541,Caesioperca rasor,Serranidae,135
912342541,Cheilodactylus nigripes,Cheilodactylidae,4
912342541,Eubalichthys gunnii,Monacanthidae,1
912342541,Notolabrus tetricus,Labridae,235
912342541,Olisthops cyanomelas,Odacidae,1
912342541,Ophthalmolepis lineolatus,Labridae,103
912342541,Pempheris multiradiata,Pempherididae,1
912342541,Pictilabrus laticlavius,Labridae,1
912342541,Pseudolabrus mortonii,Labridae,2
912342541,Upeneichthys vlamingii,Mullidae,3
912342542,Aplodactylus arctidens,Aplodactylidae,2
912342542,Cheilodactylus nigripes,Cheilodactylidae,4
912342542,Cheilodactylus spectabilis,Cheilodactylidae,1
912342542,Diodon nicthemerus,Diodontidae,13
912342542,Enoplosus armatus,Enoplosidae,2
912342542,Girella zebra,Kyphosidae,12
912342542,Notolabrus fucicola,Labridae,19
912342542,Notolabrus tetricus,Labridae,148
912342542,Olisthops cyanomelas,Odacidae,5
912342542,Ophthalmolepis lineolatus,Labridae,45
912342543,Aplodactylus arctidens,Aplodactylidae,2
912342543,Cheilodactylus nigripes,Cheilodactylidae,2
912342543,Girella zebra,Kyphosidae,7
912342543,Notolabrus fucicola,Labridae,27
912342543,Notolabrus tetricus,Labridae,12
912342543,Olisthops cyanomelas,Odacidae,2
912342543,Ophthalmolepis lineolatus,Labridae,10
912342543,Pseudolabrus mortonii,Labridae,4
912342543,Upeneichthys vlamingii,Mullidae,2
912342544,Caesioperca rasor,Serranidae,324
912342544,Cheilodactylus nigripes,Cheilodactylidae,1
912342544,Enoplosus armatus,Enoplosidae,1
912342544,Eubalichthys gunnii,Monacanthidae,2
912342544,Girella zebra,Kyphosidae,1
912342544,Notolabrus fucicola,Labridae,1
912342544,Notolabrus tetricus,Labridae,25
912342544,Olisthops cyanomelas,Odacidae,6
912342544,Ophthalmolepis lineolatus,Labridae,7
912342544,Parma microlepis,Pomacentridae,2
912342544,Pictilabrus laticlavius,Labridae,5
912342544,Pseudolabrus mortonii,Labridae,2
912342544,Siphonognathus beddomei,Odacidae,2
912342545,Caesioperca lepidoptera,Serranidae,45
912342545,Caesioperca rasor,Serranidae,280
912342545,Eubalichthys gunnii,Monacanthidae,1
912342545,Girella zebra,Kyphosidae,4
912342545,Notolabrus fucicola,Labridae,2
912342545,Notolabrus tetricus,Labridae,14
912342545,Olisthops cyanomelas,Odacidae,3
912342545,Parma microlepis,Pomacentridae,5
912342545,Parma victoriae,Pomacentridae,1
912342545,Scorpis aequipinnis,Scorpididae,3
912342546,Aplodactylus arctidens,Aplodactylidae,9
912342546,Caesioperca rasor,Serranidae,5
912342546,Cheilodactylus nigripes,Cheilodactylidae,2
912342546,Girella zebra,Kyphosidae,5
912342546,Heteroscarus acroptilus,Odacidae,3
912342546,Notolabrus fucicola,Labridae,1
912342546,Notolabrus tetricus,Labridae,16
912342546,Olisthops cyanomelas,Odacidae,2
912342546,Ophthalmolepis lineolatus,Labridae,2
912342546,Parma microlepis,Pomacentridae,1
912342546,Scorpis lineolata,Scorpididae,2
912342546,Upeneichthys vlamingii,Mullidae,2
912342547,Acanthaluteres vittiger,Monacanthidae,3
912342547,Aplodactylus arctidens,Aplodactylidae,3
912342547,Caesioperca rasor,Serranidae,13
912342547,Cheilodactylus nigripes,Cheilodactylidae,3
912342547,Dinolestes lewini,Dinolestidae,1
912342547,Enoplosus armatus,Enoplosidae,1
912342547,Eubalichthys gunnii,Monacanthidae,2
912342547,Girella zebra,Kyphosidae,1
912342547,Meuschenia hippocrepis,Monacanthidae,3
912342547,Notolabrus fucicola,Labridae,4
912342547,Notolabrus tetricus,Labridae,76
912342547,Olisthops cyanomelas,Odacidae,38
912342547,Parma microlepis,Pomacentridae,8
912342547,Parma victoriae,Pomacentridae,1
912342547,Scorpis aequipinnis,Scorpididae,1
912342547,Siphonognathus beddomei,Odacidae,5
912342548,Acanthaluteres vittiger,Monacanthidae,4
912342548,Aplodactylus arctidens,Aplodactylidae,5
912342548,Caesioperca lepidoptera,Serranidae,11
912342548,Caesioperca rasor,Serranidae,147
912342548,Cheilodactylus nigripes,Cheilodactylidae,7
912342548,Cheilodactylus spectabilis,Cheilodactylidae,1
912342548,Enoplosus armatus,Enoplosidae,1
912342548,Eubalichthys gunnii,Monacanthidae,4
912342548,Eubalichthys mosaicus,Monacanthidae,1
912342548,Girella zebra,Kyphosidae,4
912342548,Kyphosus sydneyanus,Kyphosidae,1
912342548,Meuschenia flavolineata,Monacanthidae,1
912342548,Meuschenia freycineti,Monacanthidae,1
912342548,Meuschenia hippocrepis,Monacanthidae,6
912342548,Notolabrus fucicola,Labridae,4
912342548,Notolabrus tetricus,Labridae,22
912342548,Olisthops cyanomelas,Odacidae,19
912342548,Ophthalmolepis lineolatus,Labridae,3
912342548,Parma microlepis,Pomacentridae,18
912342548,Pictilabrus laticlavius,Labridae,1
912342548,Scorpis aequipinnis,Scorpididae,2
912342548,Upeneichthys vlamingii,Mullidae,1
912342549,Aplodactylus arctidens,Aplodactylidae,2
912342549,Cheilodactylus nigripes,Cheilodactylidae,4
912342549,Girella zebra,Kyphosidae,9
912342549,Notolabrus fucicola,Labridae,15
912342549,Notolabrus tetricus,Labridae,65
912342549,Olisthops cyanomelas,Odacidae,4
912342549,Parma microlepis,Pomacentridae,9
912342549,Parma victoriae,Pomacentridae,1
912342549,Scorpis aequipinnis,Scorpididae,18
912342549,Scorpis lineolata,Scorpididae,8
912342550,Aplodactylus arctidens,Aplodactylidae,4
912342550,Caesioperca lepidoptera,Serranidae,12
912342550,Caesioperca rasor,Serranidae,65
912342550,Cheilodactylus nigripes,Cheilodactylidae,7
912342550,Girella zebra,Kyphosidae,4
912342550,Notolabrus fucicola,Labridae,25
912342550,Notolabrus tetricus,Labridae,131
912342550,Olisthops cyanomelas,Odacidae,5
912342550,Ophthalmolepis lineolatus,Labridae,10
912342550,Parma microlepis,Pomacentridae,11
912342550,Pempheris multiradiata,Pempherididae,1
912342550,Pseudolabrus mortonii,Labridae,3
912342550,Scorpis aequipinnis,Scorpididae,10
912342550,Upeneichthys vlamingii,Mullidae,1
912342551,Caesioperca lepidoptera,Serranidae,250
912342551,Caesioperca rasor,Serranidae,360
912342551,Cheilodactylus nigripes,Cheilodactylidae,7
912342551,Dinolestes lewini,Dinolestidae,4
912342551,Girella zebra,Kyphosidae,10
912342551,Meuschenia hippocrepis,Monacanthidae,3
912342551,Notolabrus fucicola,Labridae,10
912342551,Notolabrus tetricus,Labridae,167
912342551,Ophthalmolepis lineolatus,Labridae,7
912342551,Parma microlepis,Pomacentridae,35
912342551,Pictilabrus laticlavius,Labridae,1
912342551,Scorpis aequipinnis,Scorpididae,90
912342551,Scorpis lineolata,Scorpididae,18
912342551,Trachinops caudimaculatus,Plesiopidae,5
912342552,Caesioperca rasor,Serranidae,395
912342552,Chromis hypsilepis,Pomacentridae,37
912342552,Girella zebra,Kyphosidae,1
912342552,Notolabrus tetricus,Labridae,20
912342552,Ophthalmolepis lineolatus,Labridae,1
912342552,Parma microlepis,Pomacentridae,18
912342552,Pseudolabrus mortonii,Labridae,3
912342552,Scorpis aequipinnis,Scorpididae,3
912342552,Upeneichthys vlamingii,Mullidae,2
912342553,Caesioperca lepidoptera,Serranidae,1
912342553,Caesioperca rasor,Serranidae,283
912342553,Chromis hypsilepis,Pomacentridae,47
912342553,Girella zebra,Kyphosidae,2
912342553,Notolabrus tetricus,Labridae,16
912342553,Olisthops cyanomelas,Odacidae,1
912342553,Ophthalmolepis lineolatus,Labridae,2
912342553,Parma microlepis,Pomacentridae,23
912342553,Pempheris multiradiata,Pempherididae,1
912342553,Upeneichthys vlamingii,Mullidae,2
912342554,Acanthaluteres vittiger,Monacanthidae,1
912342554,Aplodactylus arctidens,Aplodactylidae,3
912342554,Caesioperca lepidoptera,Serranidae,8
912342554,Caesioperca rasor,Serranidae,257
912342554,Cheilodactylus nigripes,Cheilodactylidae,1
912342554,Chromis hypsilepis,Pomacentridae,1
912342554,Girella zebra,Kyphosidae,2
912342554,Meuschenia hippocrepis,Monacanthidae,1
912342554,Notolabrus fucicola,Labridae,2
912342554,Notolabrus tetricus,Labridae,19
912342554,Olisthops cyanomelas,Odacidae,16
912342554,Parma microlepis,Pomacentridae,21
912342554,Pempheris multiradiata,Pempherididae,2
912342554,Scorpis aequipinnis,Scorpididae,6
912342555,Caesioperca lepidoptera,Serranidae,6
912342555,Caesioperca rasor,Serranidae,425
912342555,Cheilodactylus nigripes,Cheilodactylidae,1
912342555,Chromis hypsilepis,Pomacentridae,53
912342555,Enoplosus armatus,Enoplosidae,2
912342555,Eubalichthys gunnii,Monacanthidae,1
912342555,Girella zebra,Kyphosidae,4
912342555,Heterodontus portusjacksoni,Heterodontidae,4
912342555,Notolabrus tetricus,Labridae,16
912342555,Olisthops cyanomelas,Odacidae,2
912342555,Parma microlepis,Pomacentridae,23
912342555,Pempheris multiradiata,Pempherididae,2
912342555,Scorpis aequipinnis,Scorpididae,6
912342555,Upeneichthys vlamingii,Mullidae,1
912342556,Caesioperca lepidoptera,Serranidae,64
912342556,Caesioperca rasor,Serranidae,37
912342556,Chromis hypsilepis,Pomacentridae,13
912342556,Eubalichthys gunnii,Monacanthidae,1
912342556,Eubalichthys mosaicus,Monacanthidae,1
912342556,Hypoplectrodes nigroruber,Serranidae,1
912342556,Meuschenia hippocrepis,Monacanthidae,1
912342556,Notolabrus tetricus,Labridae,7
912342556,Parma microlepis,Pomacentridae,11
912342556,Pempheris multiradiata,Pempherididae,6
912342556,Scorpis aequipinnis,Scorpididae,3
912342556,Trachinops caudimaculatus,Plesiopidae,24
912342557,Caesioperca lepidoptera,Serranidae,49
912342557,Caesioperca rasor,Serranidae,42
912342557,Cheilodactylus nigripes,Cheilodactylidae,1
912342557,Girella elevata,Kyphosidae,1
912342557,Girella zebra,Kyphosidae,1
912342557,Notolabrus tetricus,Labridae,14
912342557,Olisthops cyanomelas,Odacidae,3
912342557,Parma microlepis,Pomacentridae,10
912342557,Scorpis aequipinnis,Scorpididae,7
912342558,Aplodactylus arctidens,Aplodactylidae,2
912342558,Caesioperca lepidoptera,Serranidae,240
912342558,Caesioperca rasor,Serranidae,140
912342558,Cheilodactylus nigripes,Cheilodactylidae,1
912342558,Cheilodactylus spectabilis,Cheilodactylidae,1
912342558,Dinolestes lewini,Dinolestidae,1
912342558,Girella zebra,Kyphosidae,5
912342558,Heteroscarus acroptilus,Odacidae,5
912342558,Meuschenia hippocrepis,Monacanthidae,1
912342558,Notolabrus fucicola,Labridae,2
912342558,Notolabrus tetricus,Labridae,60
912342558,Parma microlepis,Pomacentridae,28
912342558,Pseudolabrus mortonii,Labridae,2
912342558,Scorpis aequipinnis,Scorpididae,21
912342559,Caesioperca lepidoptera,Serranidae,30
912342559,Caesioperca rasor,Serranidae,170
912342559,Chromis hypsilepis,Pomacentridae,2
912342559,Enoplosus armatus,Enoplosidae,3
912342559,Notolabrus tetricus,Labridae,69
912342559,Ophthalmolepis lineolatus,Labridae,15
912342559,Parma microlepis,Pomacentridae,18
912342559,Pempheris multiradiata,Pempherididae,2
912342559,Pictilabrus laticlavius,Labridae,2
912342559,Pseudolabrus mortonii,Labridae,4
912342559,Scorpis aequipinnis,Scorpididae,5
912342559,Upeneichthys vlamingii,Mullidae,2
912342560,Acanthaluteres vittiger,Monacanthidae,10
912342560,Caesioperca lepidoptera,Serranidae,11
912342560,Caesioperca rasor,Serranidae,196
912342560,Cheilodactylus nigripes,Cheilodactylidae,4
912342560,Dinolestes lewini,Dinolestidae,1
912342560,Enoplosus armatus,Enoplosidae,4
912342560,Eubalichthys gunnii,Monacanthidae,1
912342560,Eubalichthys mosaicus,Monacanthidae,1
912342560,Girella elevata,Kyphosidae,8
912342560,Girella zebra,Kyphosidae,6
912342560,Hypoplectrodes nigroruber,Serranidae,1
912342560,Kyphosus sydneyanus,Kyphosidae,1
912342560,Meuschenia hippocrepis,Monacanthidae,3
912342560,Notolabrus fucicola,Labridae,1
912342560,Notolabrus tetricus,Labridae,33
912342560,Olisthops cyanomelas,Odacidae,11
912342560,Parma microlepis,Pomacentridae,3
912342560,Pempheris multiradiata,Pempherididae,1
912342560,Scorpis aequipinnis,Scorpididae,29
912342560,Siphonognathus beddomei,Odacidae,2
912342561,Acanthaluteres vittiger,Monacanthidae,17
912342561,Atypichthys strigatus,Scorpididae,15
912342561,Caesioperca lepidoptera,Serranidae,29
912342561,Caesioperca rasor,Serranidae,201
912342561,Cheilodactylus nigripes,Cheilodactylidae,4
912342561,Dinolestes lewini,Dinolestidae,1
912342561,Eubalichthys mosaicus,Monacanthidae,1
912342561,Girella zebra,Kyphosidae,2
912342561,Heteroscarus acroptilus,Odacidae,1
912342561,Meuschenia hippocrepis,Monacanthidae,1
912342561,Notolabrus fucicola,Labridae,1
912342561,Notolabrus tetricus,Labridae,27
912342561,Olisthops cyanomelas,Odacidae,17
912342561,Parma microlepis,Pomacentridae,3
912342561,Scorpis aequipinnis,Scorpididae,7
912342561,Scorpis lineolata,Scorpididae,1
912342561,Upeneichthys vlamingii,Mullidae,2
912342562,Acanthaluteres vittiger,Monacanthidae,1
912342562,Caesioperca lepidoptera,Serranidae,90
912342562,Caesioperca rasor,Serranidae,351
912342562,Cheilodactylus nigripes,Cheilodactylidae,6
912342562,Chromis hypsilepis,Pomacentridae,26
912342562,Dinolestes lewini,Dinolestidae,1
912342562,Enoplosus armatus,Enoplosidae,2
912342562,Eubalichthys gunnii,Monacanthidae,1
912342562,Girella zebra,Kyphosidae,3
912342562,Meuschenia hippocrepis,Monacanthidae,2
912342562,Notolabrus tetricus,Labridae,34
912342562,Ophthalmolepis lineolatus,Labridae,4
912342562,Parma microlepis,Pomacentridae,6
912342562,Pentaceropsis recurvirostris,Pentacerotidae,1
912342562,Pictilabrus laticlavius,Labridae,2
912342562,Pseudolabrus mortonii,Labridae,4
912342562,Scorpis aequipinnis,Scorpididae,25
912342562,Siphonognathus beddomei,Odacidae,4
912342562,Trachinops caudimaculatus,Plesiopidae,75
912342562,Upeneichthys vlamingii,Mullidae,5
912342563,Aplodactylus arctidens,Aplodactylidae,1
912342563,Atypichthys strigatus,Scorpididae,8
912342563,Caesioperca lepidoptera,Serranidae,56
912342563,Caesioperca rasor,Serranidae,327
912342563,Cephaloscyllium laticeps,Scyliorhinidae,1
912342563,Cheilodactylus nigripes,Cheilodactylidae,6
912342563,Chromis hypsilepis,Pomacentridae,2
912342563,Enoplosus armatus,Enoplosidae,2
912342563,Eubalichthys gunnii,Monacanthidae,3
912342563,Girella zebra,Kyphosidae,4
912342563,Latridopsis forsteri,Latridae,1
912342563,Meuschenia hippocrepis,Monacanthidae,2
912342563,Notolabrus tetricus,Labridae,42
912342563,Ophthalmolepis lineolatus,Labridae,2
912342563,Parma microlepis,Pomacentridae,6
912342563,Pempheris multiradiata,Pempherididae,2
912342563,Pseudolabrus mortonii,Labridae,5
912342563,Scorpis aequipinnis,Scorpididae,30
912342563,Scorpis lineolata,Scorpididae,1
912342563,Siphonognathus beddomei,Odacidae,1
912342563,Trachinops caudimaculatus,Plesiopidae,77
912342563,Upeneichthys vlamingii,Mullidae,7
912342564,Caesioperca rasor,Serranidae,4
912342564,Eubalichthys gunnii,Monacanthidae,1
912342564,Heteroscarus acroptilus,Odacidae,1
912342564,Neoodax balteatus,Odacidae,1
912342564,Notolabrus tetricus,Labridae,20
912342564,Ophthalmolepis lineolatus,Labridae,4
912342564,Parma microlepis,Pomacentridae,1
912342564,Siphonognathus beddomei,Odacidae,2
912342564,Upeneichthys vlamingii,Mullidae,17
912342565,Cheilodactylus nigripes,Cheilodactylidae,1
912342565,Chromis hypsilepis,Pomacentridae,1
912342565,Enoplosus armatus,Enoplosidae,4
912342565,Girella zebra,Kyphosidae,1
912342565,Notolabrus tetricus,Labridae,9
912342565,Ophthalmolepis lineolatus,Labridae,5
912342565,Parma microlepis,Pomacentridae,2
912342565,Scorpis aequipinnis,Scorpididae,1
912342565,Siphonognathus beddomei,Odacidae,1
912342565,Trachinops caudimaculatus,Plesiopidae,34
912342565,Upeneichthys vlamingii,Mullidae,6
912342566,Acanthaluteres vittiger,Monacanthidae,1
912342566,Atypichthys strigatus,Scorpididae,10
912342566,Caesioperca lepidoptera,Serranidae,8
912342566,Caesioperca rasor,Serranidae,190
912342566,Cheilodactylus nigripes,Cheilodactylidae,2
912342566,Enoplosus armatus,Enoplosidae,2
912342566,Girella zebra,Kyphosidae,10
912342566,Meuschenia hippocrepis,Monacanthidae,6
912342566,Notolabrus tetricus,Labridae,15
912342566,Olisthops cyanomelas,Odacidae,5
912342566,Parma microlepis,Pomacentridae,7
912342566,Pictilabrus laticlavius,Labridae,2
912342567,Acanthaluteres vittiger,Monacanthidae,14
912342567,Atypichthys strigatus,Scorpididae,20
912342567,Caesioperca rasor,Serranidae,70
912342567,Cheilodactylus nigripes,Cheilodactylidae,1
912342567,Eubalichthys gunnii,Monacanthidae,1
912342567,Girella zebra,Kyphosidae,16
912342567,Meuschenia hippocrepis,Monacanthidae,3
912342567,Notolabrus fucicola,Labridae,3
912342567,Notolabrus tetricus,Labridae,27
912342567,Olisthops cyanomelas,Odacidae,5
912342567,Parma microlepis,Pomacentridae,12
912342567,Scorpis aequipinnis,Scorpididae,12
912342567,Siphonognathus beddomei,Odacidae,4
912342567,Trachinops caudimaculatus,Plesiopidae,50
912342567,Upeneichthys vlamingii,Mullidae,2
912342568,Aplodactylus arctidens,Aplodactylidae,4
912342568,Caesioperca rasor,Serranidae,165
912342568,Cheilodactylus nigripes,Cheilodactylidae,5
912342568,Dotalabrus aurantiacus,Labridae,1
912342568,Eubalichthys gunnii,Monacanthidae,1
912342568,Eubalichthys mosaicus,Monacanthidae,1
912342568,Girella zebra,Kyphosidae,1
912342568,Hypoplectrodes nigroruber,Serranidae,1
912342568,Latridopsis forsteri,Latridae,1
912342568,Meuschenia flavolineata,Monacanthidae,1
912342568,Notolabrus tetricus,Labridae,31
912342568,Ophthalmolepis lineolatus,Labridae,8
912342568,Parma microlepis,Pomacentridae,6
912342568,Parma victoriae,Pomacentridae,1
912342568,Pempheris multiradiata,Pempherididae,15
912342568,Pictilabrus laticlavius,Labridae,4
912342568,Siphonognathus beddomei,Odacidae,11
912342568,Trachinops caudimaculatus,Plesiopidae,63
912342568,Upeneichthys vlamingii,Mullidae,2
912342569,Caesioperca rasor,Serranidae,220
912342569,Cheilodactylus nigripes,Cheilodactylidae,3
912342569,Eubalichthys gunnii,Monacanthidae,2
912342569,Girella zebra,Kyphosidae,3
912342569,Notolabrus fucicola,Labridae,1
912342569,Notolabrus tetricus,Labridae,35
912342569,Ophthalmolepis lineolatus,Labridae,6
912342569,Parascyllium ferrugineum,Parascylliidae,2
912342569,Parma microlepis,Pomacentridae,4
912342569,Parma victoriae,Pomacentridae,2
912342569,Pempheris multiradiata,Pempherididae,17
912342569,Pentaceropsis recurvirostris,Pentacerotidae,2
912342569,Pictilabrus laticlavius,Labridae,2
912342569,Siphonognathus beddomei,Odacidae,3
912342569,Trachinops caudimaculatus,Plesiopidae,16
912342569,Upeneichthys vlamingii,Mullidae,6
912342570,Aplodactylus arctidens,Aplodactylidae,6
912342570,Caesioperca rasor,Serranidae,105
912342570,Cheilodactylus nigripes,Cheilodactylidae,4
912342570,Cheilodactylus spectabilis,Cheilodactylidae,1
912342570,Eubalichthys gunnii,Monacanthidae,1
912342570,Girella zebra,Kyphosidae,2
912342570,Hypoplectrodes nigroruber,Serranidae,1
912342570,Notolabrus tetricus,Labridae,23
912342570,Olisthops cyanomelas,Odacidae,4
912342570,Ophthalmolepis lineolatus,Labridae,3
912342570,Parma microlepis,Pomacentridae,3
912342570,Parma victoriae,Pomacentridae,3
912342570,Pempheris multiradiata,Pempherididae,3
912342570,Pictilabrus laticlavius,Labridae,3
912342570,Siphonognathus beddomei,Odacidae,3
912342570,Trachinops caudimaculatus,Plesiopidae,30
912342571,Caesioperca rasor,Serranidae,105
912342571,Cheilodactylus nigripes,Cheilodactylidae,3
912342571,Eubalichthys gunnii,Monacanthidae,1
912342571,Girella zebra,Kyphosidae,1
912342571,Notolabrus tetricus,Labridae,16
912342571,Olisthops cyanomelas,Odacidae,7
912342571,Ophthalmolepis lineolatus,Labridae,4
912342571,Parma microlepis,Pomacentridae,2
912342571,Pempheris multiradiata,Pempherididae,16
912342571,Pictilabrus laticlavius,Labridae,2
912342571,Siphonognathus beddomei,Odacidae,1
912342572,Caesioperca rasor,Serranidae,43
912342572,Cheilodactylus nigripes,Cheilodactylidae,2
912342572,Eubalichthys gunnii,Monacanthidae,1
912342572,Girella zebra,Kyphosidae,1
912342572,Heteroscarus acroptilus,Odacidae,1
912342572,Notolabrus tetricus,Labridae,19
912342572,Ophthalmolepis lineolatus,Labridae,2
912342572,Parma microlepis,Pomacentridae,2
912342572,Pempheris multiradiata,Pempherididae,7
912342572,Pictilabrus laticlavius,Labridae,1
912342572,Siphonognathus beddomei,Odacidae,2
912342572,Trachinops caudimaculatus,Plesiopidae,5
912342572,Upeneichthys vlamingii,Mullidae,3
912342573,Caesioperca rasor,Serranidae,282
912342573,Enoplosus armatus,Enoplosidae,1
912342573,Girella zebra,Kyphosidae,1
912342573,Notolabrus tetricus,Labridae,8
912342573,Olisthops cyanomelas,Odacidae,9
912342574,Caesioperca lepidoptera,Serranidae,7
912342574,Caesioperca rasor,Serranidae,32
912342574,Cheilodactylus nigripes,Cheilodactylidae,4
912342574,Enoplosus armatus,Enoplosidae,2
912342574,Girella zebra,Kyphosidae,5
912342574,Notolabrus fucicola,Labridae,1
912342574,Notolabrus tetricus,Labridae,34
912342574,Olisthops cyanomelas,Odacidae,5
912342574,Ophthalmolepis lineolatus,Labridae,4
912342574,Parma microlepis,Pomacentridae,9
912342574,Pentaceropsis recurvirostris,Pentacerotidae,1
912342574,Pictilabrus laticlavius,Labridae,5
912342574,Pseudolabrus mortonii,Labridae,1
912342575,Caesioperca rasor,Serranidae,12
912342575,Cheilodactylus nigripes,Cheilodactylidae,1
912342575,Girella zebra,Kyphosidae,1
912342575,Notolabrus fucicola,Labridae,1
912342575,Notolabrus tetricus,Labridae,20
912342575,Olisthops cyanomelas,Odacidae,6
912342575,Ophthalmolepis lineolatus,Labridae,14
912342575,Parma microlepis,Pomacentridae,2
912342575,Upeneichthys vlamingii,Mullidae,1
912342576,Caesioperca rasor,Serranidae,153
912342576,Cheilodactylus nigripes,Cheilodactylidae,2
912342576,Dotalabrus aurantiacus,Labridae,1
912342576,Girella zebra,Kyphosidae,4
912342576,Meuschenia venusta,Monacanthidae,2
912342576,Notolabrus tetricus,Labridae,35
912342576,Ophthalmolepis lineolatus,Labridae,3
912342576,Parma microlepis,Pomacentridae,3
912342576,Parma victoriae,Pomacentridae,1
912342576,Pictilabrus laticlavius,Labridae,6
912342576,Siphonognathus beddomei,Odacidae,1
912342576,Upeneichthys vlamingii,Mullidae,4
912342577,Caesioperca rasor,Serranidae,76
912342577,Cheilodactylus nigripes,Cheilodactylidae,2
912342577,Enoplosus armatus,Enoplosidae,2
912342577,Girella zebra,Kyphosidae,1
912342577,Notolabrus tetricus,Labridae,41
912342577,Pictilabrus laticlavius,Labridae,5
912342577,Siphonognathus beddomei,Odacidae,6
912342577,Upeneichthys vlamingii,Mullidae,2
912342578,Caesioperca rasor,Serranidae,156
912342578,Cheilodactylus nigripes,Cheilodactylidae,3
912342578,Girella zebra,Kyphosidae,4
912342578,Notolabrus fucicola,Labridae,1
912342578,Notolabrus tetricus,Labridae,48
912342578,Olisthops cyanomelas,Odacidae,1
912342578,Parma microlepis,Pomacentridae,1
912342578,Pictilabrus laticlavius,Labridae,1
912342578,Scorpis aequipinnis,Scorpididae,2
912342579,Atypichthys strigatus,Scorpididae,40
912342579,Caesioperca rasor,Serranidae,92
912342579,Cheilodactylus nigripes,Cheilodactylidae,2
912342579,Girella zebra,Kyphosidae,1
912342579,Notolabrus fucicola,Labridae,1
912342579,Notolabrus tetricus,Labridae,47
912342579,Olisthops cyanomelas,Odacidae,1
912342579,Pempheris multiradiata,Pempherididae,19
912342579,Scorpis aequipinnis,Scorpididae,1
912342579,Trachinops caudimaculatus,Plesiopidae,68
912342580,Atypichthys strigatus,Scorpididae,25
912342580,Caesioperca rasor,Serranidae,38
912342580,Cheilodactylus nigripes,Cheilodactylidae,3
912342580,Heteroscarus acroptilus,Odacidae,2
912342580,Notolabrus tetricus,Labridae,27
912342580,Parma microlepis,Pomacentridae,4
912342580,Pempheris multiradiata,Pempherididae,45
912342580,Pictilabrus laticlavius,Labridae,2
912342580,Trachinops caudimaculatus,Plesiopidae,40
912342581,Caesioperca rasor,Serranidae,87
912342581,Cheilodactylus nigripes,Cheilodactylidae,1
912342581,Girella zebra,Kyphosidae,3
912342581,Notolabrus tetricus,Labridae,9
912342581,Olisthops cyanomelas,Odacidae,2
912342581,Ophthalmolepis lineolatus,Labridae,1
912342581,Parma microlepis,Pomacentridae,2
912342581,Pictilabrus laticlavius,Labridae,3
912342581,Siphonognathus beddomei,Odacidae,1
912342582,Acanthaluteres vittiger,Monacanthidae,3
912342582,Atypichthys strigatus,Scorpididae,20
912342582,Aulopus purpurissatus,Aulopidae,1
912342582,Caesioperca rasor,Serranidae,35
912342582,Cheilodactylus nigripes,Cheilodactylidae,3
912342582,Girella zebra,Kyphosidae,2
912342582,Notolabrus fucicola,Labridae,10
912342582,Notolabrus tetricus,Labridae,59
912342582,Olisthops cyanomelas,Odacidae,13
912342582,Pseudolabrus mortonii,Labridae,1
912342583,Acanthaluteres vittiger,Monacanthidae,3
912342583,Caesioperca rasor,Serranidae,75
912342583,Cheilodactylus nigripes,Cheilodactylidae,2
912342583,Enoplosus armatus,Enoplosidae,3
912342583,Girella elevata,Kyphosidae,10
912342583,Girella zebra,Kyphosidae,45
912342583,Notolabrus fucicola,Labridae,9
912342583,Notolabrus tetricus,Labridae,40
912342583,Olisthops cyanomelas,Odacidae,8
912342583,Ophthalmolepis lineolatus,Labridae,7
912342583,Parma microlepis,Pomacentridae,1
912342583,Pempheris multiradiata,Pempherididae,1
912342583,Pseudolabrus mortonii,Labridae,1
912342583,Scorpis aequipinnis,Scorpididae,47
912342583,Upeneichthys vlamingii,Mullidae,1
912342584,Atypichthys strigatus,Scorpididae,5
912342584,Caesioperca rasor,Serranidae,226
912342584,Cheilodactylus nigripes,Cheilodactylidae,4
912342584,Girella zebra,Kyphosidae,2
912342584,Notolabrus fucicola,Labridae,6
912342584,Notolabrus tetricus,Labridae,63
912342584,Olisthops cyanomelas,Odacidae,2
912342584,Ophthalmolepis lineolatus,Labridae,10
912342584,Parma microlepis,Pomacentridae,10
912342584,Pictilabrus laticlavius,Labridae,4
912342584,Siphonognathus beddomei,Odacidae,1
912342584,Trachinops caudimaculatus,Plesiopidae,90
912342584,Upeneichthys vlamingii,Mullidae,34
912342585,Aplodactylus arctidens,Aplodactylidae,2
912342585,Atypichthys strigatus,Scorpididae,12
