SITECODE,SITE,SITELAT,SITELONG,COUNTRY,ECOREGION,SURVEYDATE,SURVEYID,DEPTH,WATER TEMPERATURE.F,pH,SALINITY (parts per 1000)
PAC27,Foisia Island N,-14.16394,-169.68718,American Samoa,Samoa Islands,8/18/2012,912341143,6,84,7.8,35.5
PAC27,Foisia Island N,-14.16394,-169.68718,American Samoa,Samoa Islands,8/18/2012,912341144,13,84,8.1,36.2
PAC28,Foisia Island W,-14.16807,-169.68574,American Samoa,Samoa Islands,8/18/2012,912341145,6,81,7.8,34.7
PAC28,Foisia Island W,-14.16807,-169.68574,American Samoa,Samoa Islands,8/18/2012,912341146,15,78,8,36.8
PAC29,Ofu Harbour entrance N,-14.15962,-169.68162,American Samoa,Samoa Islands,8/18/2012,912341147,6,84,8.2,34.3
PAC29,Ofu Harbour entrance N,-14.15962,-169.68162,American Samoa,Samoa Islands,8/18/2012,912341148,8,75,7.8,35.5
PAC30,Ofu National Park,-14.17817,-169.65513,American Samoa,Samoa Islands,8/19/2012,912341149,0.1,80,8.2,34.3
PAC30,Ofu National Park,-14.17817,-169.65513,American Samoa,Samoa Islands,8/19/2012,912341150,1,79,8,35.1
PAC31,Foisa Island S Rock,-14.17125,-169.68514,American Samoa,Samoa Islands,8/20/2012,912341151,8,78,7.9,35.7
PAC31,Foisa Island S Rock,-14.17125,-169.68514,American Samoa,Samoa Islands,8/20/2012,912341152,12,75,8.2,36.6
PAC32,Foisa Island S,-14.16952,-169.68672,American Samoa,Samoa Islands,8/20/2012,912341153,8,80,8.2,34.1
PAC32,Foisa Island S,-14.16952,-169.68672,American Samoa,Samoa Islands,8/20/2012,912341154,12,73,7.8,36.6
PAC33,Ofu Harbour,-14.1644,-169.68301,American Samoa,Samoa Islands,8/20/2012,912341155,4,75,8.2,36.6
PAC33,Ofu Harbour,-14.1644,-169.68301,American Samoa,Samoa Islands,8/20/2012,912341156,8,74,8.2,35.2
PAC34,Rose Atoll entrance,-14.5348,-168.16045,American Samoa,Samoa Islands,8/22/2012,912341157,6,83,7.8,37
PAC34,Rose Atoll entrance,-14.5348,-168.16045,American Samoa,Samoa Islands,8/22/2012,912341158,16,74,8,36.1
PAC35,Rose Atoll bommie 1 wreck,-14.54903,-168.16197,American Samoa,Samoa Islands,8/22/2012,912341159,7.5,78,7.9,35.7
PAC35,Rose Atoll bommie 1 wreck,-14.54903,-168.16197,American Samoa,Samoa Islands,8/22/2012,912341160,8,84,7.9,34.2
PAC36,Rose Atoll bommie 2 wreck,-14.54895,-168.15986,American Samoa,Samoa Islands,8/22/2012,912341161,7,75,7.8,35.6
PAC36,Rose Atoll bommie 2 wreck,-14.54895,-168.15986,American Samoa,Samoa Islands,8/22/2012,912341162,10,83,8.1,35.6
PAC37,Rose Atoll bommie 3,-14.54343,-168.16185,American Samoa,Samoa Islands,8/22/2012,912341163,6,75,7.8,36.8
PAC37,Rose Atoll bommie 3,-14.54343,-168.16185,American Samoa,Samoa Islands,8/22/2012,912341164,8,79,7.9,36.7
PAC38,Rose Atoll entrance bommie,-14.53794,-168.15357,American Samoa,Samoa Islands,8/22/2012,912341165,6,75,8,35.1
PAC38,Rose Atoll entrance bommie,-14.53794,-168.15357,American Samoa,Samoa Islands,8/22/2012,912341166,10,84,8.1,36.1
BR13,Seal Gully,-37.81963,148.78596,Australia,Cape Howe,8/22/2012,912341923,14,82,8,36.3
CAN44,Los Gigantes Puerto,28.248089,-16.843489,Spain,Azores Canaries Madeira,8/23/2012,912340425,6.7,73,7.8,35
CAN44,Los Gigantes Puerto,28.248089,-16.843489,Spain,Azores Canaries Madeira,8/23/2012,912340426,6.9,76,7.8,36.3
CAN45,Baranco Seco,28.268458,-16.850992,Spain,Azores Canaries Madeira,8/23/2012,912340427,10,75,8.1,34.1
CAN45,Baranco Seco,28.268458,-16.850992,Spain,Azores Canaries Madeira,8/23/2012,912340428,7.6,79,8.1,34.2
PAC39,Rose Atoll bommie 4,-14.54156,-168.15939,American Samoa,Samoa Islands,8/23/2012,912341167,6,83,7.9,36
PAC39,Rose Atoll bommie 4,-14.54156,-168.15939,American Samoa,Samoa Islands,8/23/2012,912341168,10,76,8.1,34
PAC40,Rose Atoll passage outlet N,-14.53308,-168.1567,American Samoa,Samoa Islands,8/23/2012,912341169,6,83,8.1,34.9
PAC40,Rose Atoll passage outlet N,-14.53308,-168.1567,American Samoa,Samoa Islands,8/23/2012,912341170,14,77,8.1,36.6
PAC41,Rose Atoll north point,-14.53066,-168.15526,American Samoa,Samoa Islands,8/23/2012,912341171,6,77,8,35.5
PAC41,Rose Atoll north point,-14.53066,-168.15526,American Samoa,Samoa Islands,8/23/2012,912341172,14,78,8,35.9
PS31,Cabbage Tree Island East,-32.68916,152.22723,Australia,Manning-Hawkesbury,8/25/2012,912340354,7.5,84,7.8,34.3
PAC42,Pago Pago Harbour east,-14.28339,-170.66541,American Samoa,Samoa Islands,8/26/2012,912341173,5,81,8.1,35.7
PAC42,Pago Pago Harbour east,-14.28339,-170.66541,American Samoa,Samoa Islands,8/26/2012,912341174,14,82,7.9,34.5
PAC43,Pago Pago Harbour west,-14.28387,-170.67467,American Samoa,Samoa Islands,8/26/2012,912341175,6,74,8.1,35.7
PAC43,Pago Pago Harbour west,-14.28387,-170.67467,American Samoa,Samoa Islands,8/26/2012,912341176,13,82,8.2,34.9
GL1,Ittoqqortoormiit,70.482667,-21.97333,Greenland,East Greenland Shelf,8/26/2012,912342202,14,84,8.1,36.4
GL1,Ittoqqortoormiit,70.482667,-21.97333,Greenland,East Greenland Shelf,8/26/2012,912342203,8,78,7.8,35.2
PAC44,Apia Habour Entrance East,-13.81993,-171.76126,Samoa,Samoa Islands,8/29/2012,912341177,6,73,8.2,35.6
PAC44,Apia Habour Entrance East,-13.81993,-171.76126,Samoa,Samoa Islands,8/29/2012,912341178,11,74,7.8,34.5
PAC45,Apia Habour East,-13.82238,-171.76149,Samoa,Samoa Islands,8/29/2012,912341179,7,74,7.8,36.2
IT1,Due Sorella,43.53964722,13.62679167,Italy,Adriatic Sea,8/30/2012,912342198,6,74,8.1,34.4
PAC46,Niuatoputapu passage west,-15.92787,-173.76078,Tonga,Samoa Islands,9/1/2012,912341180,6,73,8.1,35.5
PAC46,Niuatoputapu passage west,-15.92787,-173.76078,Tonga,Samoa Islands,9/1/2012,912341181,9,75,7.8,35.5
PAC47,Niuatoputapu lagoon,-15.93318,-173.77358,Tonga,Samoa Islands,9/1/2012,912341182,3,76,8.2,36.8
PAC48,Niuatoputapu motu1,-15.93205,-173.77547,Tonga,Samoa Islands,9/1/2012,912341183,6,78,7.9,34.7
PAC48,Niuatoputapu motu1,-15.93205,-173.77547,Tonga,Samoa Islands,9/1/2012,912341184,11,74,7.9,34.8
PAC49,Niuatoputapu motu2,-15.93163,-173.77721,Tonga,Samoa Islands,9/3/2012,912341185,8,79,8,36.1
PAC49,Niuatoputapu motu2,-15.93163,-173.77721,Tonga,Samoa Islands,9/3/2012,912341186,9,77,8.1,36
PAC50,Niuatoputapu motu3,-15.92843,-173.77272,Tonga,Samoa Islands,9/3/2012,912341187,6,78,7.9,34.7
PAC50,Niuatoputapu motu3,-15.92843,-173.77272,Tonga,Samoa Islands,9/3/2012,912341188,9,83,8.2,35.9
PAC51,Fanuali,-18.03079,-174.33005,Tonga,Tonga Islands,9/4/2012,912341189,10,81,8,36.8
PAC51,Fanuali,-18.03079,-174.33005,Tonga,Tonga Islands,9/4/2012,912341190,11,83,8,34.8
PAC52,Uonokuhahaki1,-19.96625,-174.49686,Tonga,Tonga Islands,9/6/2012,912341191,4.5,75,7.8,34.9
PAC52,Uonokuhahaki1,-19.96625,-174.49686,Tonga,Tonga Islands,9/6/2012,912341192,5,74,7.8,36.2
PAC53,Uonokuhahaki2,-19.9579,-174.49818,Tonga,Tonga Islands,9/7/2012,912341193,6,73,7.9,34.1
PAC53,Uonokuhahaki2,-19.9579,-174.49818,Tonga,Tonga Islands,9/7/2012,912341194,8,73,8.1,34.8
PAC54,Uonokuhahaki3,-19.96071,-174.48224,Tonga,Tonga Islands,9/7/2012,912341195,6,77,8.2,36.5
PAC55,Kelesia Reef1,-20.50344,-174.7452,Tonga,Tonga Islands,9/9/2012,912341196,8,78,8,34.8
PAC55,Kelesia Reef1,-20.50344,-174.7452,Tonga,Tonga Islands,9/9/2012,912341197,11,79,8.2,36.5
PAC56,Kelesia Reef2,-20.50211,-174.74473,Tonga,Tonga Islands,9/9/2012,912341198,10,79,7.8,35.1
PAC56,Kelesia Reef2,-20.50211,-174.74473,Tonga,Tonga Islands,9/9/2012,912341199,16,84,8.1,34.9
PAC57,Kelesia Lagoon,-20.5037,-174.7408,Tonga,Tonga Islands,9/9/2012,912341200,4,76,8.1,36.5
CS1,Long Reef West,-19.29696,152.23517,Australia,Coral Sea,9/9/2012,912342230,10,74,8.1,36.2
CS2,Brodie Cay NW,-19.28441,152.21197,Australia,Coral Sea,9/9/2012,912342231,6,78,8.2,34.8
CS3,Brodie Cay SE,-19.28476,152.22077,Australia,Coral Sea,9/9/2012,912342232,7.5,75,7.9,36.2
CS1,Long Reef West,-19.29696,152.23517,Australia,Coral Sea,9/9/2012,912342239,9.5,75,8,37
CS2,Brodie Cay NW,-19.28441,152.21197,Australia,Coral Sea,9/9/2012,912342240,6.1,83,7.9,35.8
CS3,Brodie Cay SE,-19.28476,152.22077,Australia,Coral Sea,9/9/2012,912342241,8,73,7.8,36.5
CS4,Paget Cay Bommie,-19.23026,152.32594,Australia,Coral Sea,9/11/2012,912342233,7,80,8.2,35.5
CS6,Paget Cay South,-19.25796,152.34184,Australia,Coral Sea,9/11/2012,912342234,4.5,79,8.1,34.3
CS4,Paget Cay Bommie,-19.23026,152.32594,Australia,Coral Sea,9/11/2012,912342242,11.5,81,8,35.3
CS6,Paget Cay South,-19.25796,152.34184,Australia,Coral Sea,9/11/2012,912342243,4,78,8.1,34.1
CS5,Paget Cay South East,-19.25323,152.3482,Australia,Coral Sea,9/11/2012,912342244,4.5,84,7.9,35.9
CS5,Paget Cay South East,-19.25323,152.3482,Australia,Coral Sea,9/11/2012,912342245,4,75,7.8,35.3
PAC58,Pangaimotu,-21.11765,-175.16484,Tonga,Tonga Islands,9/12/2012,912341201,6,73,7.9,35.3
PAC58,Pangaimotu,-21.11765,-175.16484,Tonga,Tonga Islands,9/12/2012,912341202,12,77,7.8,35.1
CS7,Weather Station Inner Reef,-19.1254,152.38809,Australia,Coral Sea,9/12/2012,912342235,4.5,78,8,36
CS7,Weather Station Inner Reef,-19.1254,152.38809,Australia,Coral Sea,9/12/2012,912342236,4.6,79,7.8,34.7
CS8,Carola Cay,-19.09532,152.38714,Australia,Coral Sea,9/12/2012,912342237,4.5,74,8.2,37
CS8,Carola Cay,-19.09532,152.38714,Australia,Coral Sea,9/12/2012,912342238,5,80,8.1,35.4
PAC59,Euaiki1,-21.10983,-174.98039,Tonga,Tonga Islands,9/14/2012,912341203,12,78,8.1,34.3
PAC59,Euaiki1,-21.10983,-174.98039,Tonga,Tonga Islands,9/14/2012,912341204,16,78,8.2,35
PAC60,Euaiki2,-21.10966,-174.97932,Tonga,Tonga Islands,9/15/2012,912341205,4,83,8,35.2
PAC60,Euaiki2,-21.10966,-174.97932,Tonga,Tonga Islands,9/15/2012,912341206,8,81,8.2,34.9
PAC61,North Minerva Reef North,-23.62046,-178.89626,Tonga,Fiji Islands,9/17/2012,912341207,1.8,84,7.9,34.6
PAC61,North Minerva Reef North,-23.62046,-178.89626,Tonga,Fiji Islands,9/17/2012,912341208,2,74,8.2,35.2
PAC62,North Minerva Reef Pass,-23.62182,-178.92987,Tonga,Fiji Islands,9/17/2012,912341209,3,75,7.8,34.2
PAC62,North Minerva Reef Pass,-23.62182,-178.92987,Tonga,Fiji Islands,9/17/2012,912341210,7,74,7.8,35.9
PAC63,North Minerva Reef SW,-23.64301,-178.93475,Tonga,Fiji Islands,9/18/2012,912341211,6,82,8,36.3
PAC63,North Minerva Reef SW,-23.64301,-178.93475,Tonga,Fiji Islands,9/18/2012,912341212,9,82,7.9,35.7
PAC64,North Minerva Reef SW bommie,-23.64528,-178.92802,Tonga,Fiji Islands,9/18/2012,912341213,7,77,8.1,36.5
PAC64,North Minerva Reef SW bommie,-23.64528,-178.92802,Tonga,Fiji Islands,9/18/2012,912341214,9,81,8.1,34.6
PAC65,North Minerva Reef W,-23.63376,-178.93247,Tonga,Fiji Islands,9/18/2012,912341215,5,76,7.9,35.9
PAC65,North Minerva Reef W,-23.63376,-178.93247,Tonga,Fiji Islands,9/18/2012,912341216,6,73,8,35.2
PAC66,North Minerva Reef outside pass,-23.62661,-178.93747,Tonga,Fiji Islands,9/19/2012,912341217,16,76,8,36
PAC67,South Minerva Reef west bommie,-23.93938,-179.12593,Tonga,Fiji Islands,9/19/2012,912341218,6,82,7.8,34.7
PAC67,South Minerva Reef west bommie,-23.93938,-179.12593,Tonga,Fiji Islands,9/19/2012,912341219,15,79,7.9,34
PAC68,South Minerva Reef bommie,-23.94246,-179.11598,Tonga,Fiji Islands,9/20/2012,912341220,5,82,7.8,34.8
PAC68,South Minerva Reef bommie,-23.94246,-179.11598,Tonga,Fiji Islands,9/20/2012,912341221,14,79,8.2,35.4
PAC69,South Minerva Reef pass,-23.93732,-179.13583,Tonga,Fiji Islands,9/20/2012,912341222,7,73,7.9,35
PAC69,South Minerva Reef pass,-23.93732,-179.13583,Tonga,Fiji Islands,9/20/2012,912341223,8,78,7.9,35.3
BALI2,Paradise House reef,-8.27729,115.59446,Indonesia,Lesser Sunda,9/20/2012,912341968,4,81,8.1,36.2
BALI4,Opposite Mimpi Resort,-8.27781,115.59459,Indonesia,Lesser Sunda,9/21/2012,912341969,4.5,73,8.1,34.7
BALI3,Drop off below temple,-8.27899,115.59646,Indonesia,Lesser Sunda,9/22/2012,912341970,5,77,7.8,36.5
IT2,La Vela,43.54818333,13.62840833,Italy,Adriatic Sea,9/23/2012,912342199,6,82,8,35.3
IT2,La Vela,43.54818333,13.62840833,Italy,Adriatic Sea,9/23/2012,912342200,5,82,8.1,36.5
IT2,La Vela,43.54818333,13.62840833,Italy,Adriatic Sea,9/23/2012,912342201,5.1,82,8.2,34.7
PAC70,Moturahurahu Island NE,-35.22156,174.27096,New Zealand,Northeastern New Zealand,9/30/2012,912342725,6,77,7.9,35.8
PAC70,Moturahurahu Island NE,-35.22156,174.27096,New Zealand,Northeastern New Zealand,9/30/2012,912342726,14,84,7.8,34.4
PAC71,Moturahurahu Island SW,-35.22227,174.2686,New Zealand,Northeastern New Zealand,9/30/2012,912342727,2.5,79,8.2,35.1
PAC71,Moturahurahu Island SW,-35.22227,174.2686,New Zealand,Northeastern New Zealand,9/30/2012,912342728,3,80,7.8,36
PAC72,Moturahurahu Island N islet,-35.21855,174.16069,New Zealand,Northeastern New Zealand,9/30/2012,912342729,7,76,8,35.4
PAC72,Moturahurahu Island N islet,-35.21855,174.16069,New Zealand,Northeastern New Zealand,9/30/2012,912342730,14,74,8,35.3
PAC73,Whangamumu heads south,-35.24949,174.32026,New Zealand,Northeastern New Zealand,10/1/2012,912342731,7,78,7.9,36.1
PAC73,Whangamumu heads south,-35.24949,174.32026,New Zealand,Northeastern New Zealand,10/1/2012,912342732,13,79,7.8,36.6
PAC74,Whangamumu heads north,-35.24013,174.31077,New Zealand,Northeastern New Zealand,10/1/2012,912342733,4,76,7.9,36.5
PAC74,Whangamumu heads north,-35.24013,174.31077,New Zealand,Northeastern New Zealand,10/1/2012,912342734,6,81,8.1,36.5
PAC75,Poor Knights NE bay,-35.44121,174.73471,New Zealand,Northeastern New Zealand,10/2/2012,912342735,8,81,7.8,35.5
PAC75,Poor Knights NE bay,-35.44121,174.73471,New Zealand,Northeastern New Zealand,10/2/2012,912342736,22,80,7.9,34.4
NZ3,NZ Poor Knights South Harbour,-35.48813,174.74038,New Zealand,Northeastern New Zealand,10/2/2012,912342737,7,73,7.8,35.9
NZ3,NZ Poor Knights South Harbour,-35.48813,174.74038,New Zealand,Northeastern New Zealand,10/2/2012,912342738,12,84,8.1,34.2
PAC77,Waiwiri I,-35.19384,174.34271,New Zealand,Northeastern New Zealand,10/3/2012,912342739,9,82,8.1,34.4
PAC77,Waiwiri I,-35.19384,174.34271,New Zealand,Northeastern New Zealand,10/3/2012,912342740,16,74,7.9,36
PAC78,Motukokoko I,-35.16497,174.34126,New Zealand,Northeastern New Zealand,10/3/2012,912342741,8,82,8.2,34.7
PAC78,Motukokoko I,-35.16497,174.34126,New Zealand,Northeastern New Zealand,10/3/2012,912342742,14,78,8.2,35.8
PAC79,Motuhuia I,-35.03798,173.96387,New Zealand,Northeastern New Zealand,10/5/2012,912342743,8,77,7.8,35.7
PAC79,Motuhuia I,-35.03798,173.96387,New Zealand,Northeastern New Zealand,10/5/2012,912342744,15,80,8.1,36.9
PAC80,Motukawaiti I,-35.0313,173.96448,New Zealand,Northeastern New Zealand,10/5/2012,912342745,8,80,8,35.8
PAC80,Motukawaiti I,-35.0313,173.96448,New Zealand,Northeastern New Zealand,10/5/2012,912342746,11,80,8,34.4
PAC81,Motuiwi I,-35.05495,173.93935,New Zealand,Northeastern New Zealand,10/6/2012,912342747,7,75,8.2,36.2
PAC81,Motuiwi I,-35.05495,173.93935,New Zealand,Northeastern New Zealand,10/6/2012,912342748,12,77,8.2,35.4
PAC82,Waiana Bay,-35.05985,173.93327,New Zealand,Northeastern New Zealand,10/6/2012,912342749,5,80,7.8,36.5
PAC82,Waiana Bay,-35.05985,173.93327,New Zealand,Northeastern New Zealand,10/6/2012,912342750,8,74,7.8,36.2
PAC83,Rainbow Warrior wreck,-34.97495,173.93509,New Zealand,Northeastern New Zealand,10/7/2012,912342751,19,78,8.2,34.9
PAC84,Horonui Island,-34.97062,173.93413,New Zealand,Northeastern New Zealand,10/7/2012,912342752,7,79,8,35.5
PAC84,Horonui Island,-34.97062,173.93413,New Zealand,Northeastern New Zealand,10/7/2012,912342753,10,84,8,36.6
PAC85,HMNZS Canterbury wreck,-35.19391,174.29393,New Zealand,Northeastern New Zealand,10/10/2012,912342754,27,79,7.8,36.9
PAC86,Deepwater Cove North,-35.19195,174.294667,New Zealand,Northeastern New Zealand,10/10/2012,912342755,8,80,8,34.6
PAC86,Deepwater Cove North,-35.19195,174.294667,New Zealand,Northeastern New Zealand,10/10/2012,912342756,9,82,8,34.5
PAC87,Deep Water Cove NW Islet,-35.19165,174.29296,New Zealand,Northeastern New Zealand,10/10/2012,912342757,6,76,8.1,35.1
PAC87,Deep Water Cove NW Islet,-35.19165,174.29296,New Zealand,Northeastern New Zealand,10/10/2012,912342758,10,74,7.9,34.3
PAC88,Three Kings I North Bay,-34.15156,172.13768,New Zealand,Three Kings-North Cape,10/11/2012,912342759,11,80,7.8,35.8
PAC88,Three Kings I North Bay,-34.15156,172.13768,New Zealand,Three Kings-North Cape,10/11/2012,912342760,14,76,8.2,34.1
PAC89,Three Kings I SE Bay east,-34.15284,172.15206,New Zealand,Three Kings-North Cape,10/12/2012,912342761,11,77,8.2,35.1
PAC89,Three Kings I SE Bay east,-34.15284,172.15206,New Zealand,Three Kings-North Cape,10/12/2012,912342762,15,83,7.9,34.3
PAC90,S E Bay,-34.15394,172.14476,New Zealand,Three Kings-North Cape,10/12/2012,912342763,6,79,8.1,35.2
PAC91,SE Bay 2,-34.15337,172.14534,New Zealand,Three Kings-North Cape,10/12/2012,912342764,9,82,7.8,34.4
PAC90,S E Bay,-34.15394,172.14476,New Zealand,Three Kings-North Cape,10/12/2012,912342765,10,80,7.9,36.5
PAC91,SE Bay 2,-34.15337,172.14534,New Zealand,Three Kings-North Cape,10/12/2012,912342767,11,81,8,35.9
PAC92,Three Kings I south bay,-34.16305,172.1443,New Zealand,Three Kings-North Cape,10/12/2012,912342768,10,82,8.1,36.1
PAC92,Three Kings I south bay,-34.16305,172.1443,New Zealand,Three Kings-North Cape,10/12/2012,912342769,12,83,8.2,36
PAC93,Three Kings Island ESE,-34.16207,172.14585,New Zealand,Three Kings-North Cape,10/12/2012,912342770,10,81,8.1,35.5
PAC93,Three Kings Island ESE,-34.16207,172.14585,New Zealand,Three Kings-North Cape,10/12/2012,912342771,11,80,7.9,34.8
PAC93,Three Kings Island ESE,-34.16207,172.14585,New Zealand,Three Kings-North Cape,10/12/2012,912342929,10.1,73,8.1,35.3
PAC94,Goat Island West,-36.26514,174.79451,New Zealand,Northeastern New Zealand,10/16/2012,912342772,7,73,8.1,34.2
PAC94,Goat Island West,-36.26514,174.79451,New Zealand,Northeastern New Zealand,10/16/2012,912342773,8,80,8.2,35.6
PAC95,Goat Island East,-36.26608,174.79994,New Zealand,Northeastern New Zealand,10/16/2012,912342774,6,82,7.8,34.9
PAC95,Goat Island East,-36.26608,174.79994,New Zealand,Northeastern New Zealand,10/16/2012,912342775,13,74,7.8,35.4
PAC96,Goat Island Table Top,-36.26928,174.80469,New Zealand,Northeastern New Zealand,10/16/2012,912342776,8,83,8.2,35.2
PAC96,Goat Island Table Top,-36.26928,174.80469,New Zealand,Northeastern New Zealand,10/16/2012,912342777,9,77,8.1,35.7
PAC98,Labrid Passage North,-35.48555,174.74181,New Zealand,Northeastern New Zealand,10/17/2012,912342779,7,73,8,35.6
PAC99,Aorangaia Is SW Corner PKI,-35.48771,174.74544,New Zealand,Northeastern New Zealand,10/17/2012,912342780,10,77,8.1,36.4
PAC98,Labrid Passage North,-35.48555,174.74181,New Zealand,Northeastern New Zealand,10/17/2012,912342930,10,84,7.8,36.3
PAC100,Pitokuku Island,-36.25542,175.4917,New Zealand,Northeastern New Zealand,10/19/2012,912342781,5,73,8.1,36.2
PAC100,Pitokuku Island,-36.25542,175.4917,New Zealand,Northeastern New Zealand,10/19/2012,912342782,6,73,8.1,36.5
PAC101,Pitokoku headland,-36.25544,175.49178,New Zealand,Northeastern New Zealand,10/19/2012,912342783,8,78,7.9,35.2
PAC103,Waikaro Point2,-36.10839,175.43787,New Zealand,Northeastern New Zealand,10/20/2012,912342347,8,84,8.2,34.9
PAC103,Waikaro Point2,-36.10839,175.43787,New Zealand,Northeastern New Zealand,10/20/2012,912342348,8.1,77,8.2,36.2
PAC105,East of Waikaro Pt 2,-36.10556,175.42566,New Zealand,Northeastern New Zealand,10/20/2012,912342351,8,79,7.9,34.2
PAC102,Waikaro Point,-36.11042,175.44026,New Zealand,Northeastern New Zealand,10/20/2012,912342784,8.1,83,7.9,34.7
PAC102,Waikaro Point,-36.11042,175.44026,New Zealand,Northeastern New Zealand,10/20/2012,912342785,8,76,8,35.6
PAC104,East of Waikaro Pt,-36.10582,175.42798,New Zealand,Northeastern New Zealand,10/20/2012,912342788,7,80,8,35.9
PAC104,East of Waikaro Pt,-36.10582,175.42798,New Zealand,Northeastern New Zealand,10/20/2012,912342789,11,82,8.2,35.2
PAC106,Rangiwhakaea Bay south,-36.08871,175.41525,New Zealand,Northeastern New Zealand,10/20/2012,912342790,5,82,8.2,35.5
PAC106,Rangiwhakaea Bay south,-36.08871,175.41525,New Zealand,Northeastern New Zealand,10/20/2012,912342791,5.1,74,7.8,34.7
PAC106,Rangiwhakaea Bay south,-36.08871,175.41525,New Zealand,Northeastern New Zealand,10/20/2012,912342813,10,80,8,34.7
PAC105,East of Waikaro Pt 2,-36.10556,175.42566,New Zealand,Northeastern New Zealand,10/20/2012,912342932,9,74,7.9,34.6
CS9,NE Herald Cay NE,-16.921938,149.200022,Australia,Coral Sea,10/23/2012,912342266,6,82,8.2,34.8
CS9,NE Herald Cay NE,-16.921938,149.200022,Australia,Coral Sea,10/23/2012,912342267,9,84,8.2,36.4
CS10,NE Herald Cay SW,-16.947773,149.182624,Australia,Coral Sea,10/23/2012,912342268,5,74,8,36.6
CS10,NE Herald Cay SW,-16.947773,149.182624,Australia,Coral Sea,10/23/2012,912342269,7,79,8.1,37
PAC107,Taranga Pinnacles,-35.95435,174.70275,New Zealand,Northeastern New Zealand,10/23/2012,912342792,7,82,8,35.7
PAC107,Taranga Pinnacles,-35.95435,174.70275,New Zealand,Northeastern New Zealand,10/23/2012,912342814,12,73,7.9,35
CS11,NE Herald Cay Central,-16.93653,149.19696,Australia,Coral Sea,10/24/2012,912342270,9,76,7.8,35.7
CS11,NE Herald Cay Central,-16.93653,149.19696,Australia,Coral Sea,10/24/2012,912342278,8,76,7.9,36.8
PAC108,Lady Alice Island,-35.88534,174.72523,New Zealand,Northeastern New Zealand,10/24/2012,912342793,8,79,8,36.4
PAC108,Lady Alice Island,-35.88534,174.72523,New Zealand,Northeastern New Zealand,10/24/2012,912342794,10,77,7.8,34.5
PAC109,Taronga 8m Pinnacle,-35.96277,174.69888,New Zealand,Northeastern New Zealand,10/24/2012,912342795,7,78,7.9,34.4
PAC109,Taronga 8m Pinnacle,-35.96277,174.69888,New Zealand,Northeastern New Zealand,10/24/2012,912342796,8,74,8,35.7
CS12,NE Herald Bommie,-16.93007,149.19332,Australia,Coral Sea,10/25/2012,912342271,12,78,8.2,36.5
CS13,NE Herald Back Reef,-16.92822,149.20228,Australia,Coral Sea,10/25/2012,912342272,6,74,7.9,34.5
CS12,NE Herald Bommie,-16.93007,149.19332,Australia,Coral Sea,10/25/2012,912342279,14,77,7.9,36.6
CS13,NE Herald Back Reef,-16.92822,149.20228,Australia,Coral Sea,10/25/2012,912342280,7,78,7.9,35.9
CS14,Chilcott South,-16.93573,149.99411,Australia,Coral Sea,10/26/2012,912342273,8,77,8.2,34.7
CS14,Chilcott South,-16.93573,149.99411,Australia,Coral Sea,10/26/2012,912342282,6,83,8,35.1
PAC110,Comet Rocks,-36.36057,174.82628,New Zealand,Northeastern New Zealand,10/26/2012,912342797,7,74,7.9,34.6
PAC111,East Anchor Bay,-36.36647,174.84309,New Zealand,Northeastern New Zealand,10/26/2012,912342798,5,75,8.1,35.4
PAC111,East Anchor Bay,-36.36647,174.84309,New Zealand,Northeastern New Zealand,10/26/2012,912342799,6,81,7.8,34.9
CS15,Chilcott Bommie,-16.92247,150.00647,Australia,Coral Sea,10/27/2012,912342274,13,74,8,36.2
CS16,Chilcott NE,-16.92251,150.01143,Australia,Coral Sea,10/27/2012,912342275,6,81,8,34.5
CS16,Chilcott NE,-16.92251,150.01143,Australia,Coral Sea,10/27/2012,912342281,7,84,8.2,35.1
CS15,Chilcott Bommie,-16.92247,150.00647,Australia,Coral Sea,10/27/2012,912342283,15,81,7.9,36.4
PAC112,North East Bay,-36.36258,174.85864,New Zealand,Northeastern New Zealand,10/27/2012,912342800,7,83,7.8,34.2
CS17,SW South West Islet,-16.97162,149.90476,Australia,Coral Sea,10/28/2012,912342276,6,83,8.2,34.2
CS18,South West Islet Bommie,-16.96134,149.90547,Australia,Coral Sea,10/28/2012,912342277,13,81,8.2,36.8
CS17,SW South West Islet,-16.97162,149.90476,Australia,Coral Sea,10/28/2012,912342284,7,75,7.9,34
CS18,South West Islet Bommie,-16.96134,149.90547,Australia,Coral Sea,10/28/2012,912342285,7,78,8.1,35.8
PAC113,Bostaquet Bay west headland,-36.44544,174.85701,New Zealand,Northeastern New Zealand,10/28/2012,912342801,7,75,8.1,35
PAC113,Bostaquet Bay west headland,-36.44544,174.85701,New Zealand,Northeastern New Zealand,10/28/2012,912342802,8,76,8,34.1
PAC114,Bay north of Northern Arch,-35.44755,174.73459,New Zealand,Northeastern New Zealand,10/31/2012,912342803,16,83,8,36.5
PAC114,Bay north of Northern Arch,-35.44755,174.73459,New Zealand,Northeastern New Zealand,10/31/2012,912342804,7,76,8.2,36
PAC115,Northern Arch,-35.47567,174.73784,New Zealand,Northeastern New Zealand,10/31/2012,912342805,9,83,7.8,36.9
PAC118,Serpent Rock,-35.47318,174.73123,New Zealand,Northeastern New Zealand,11/1/2012,912342817,21,77,7.8,36.8
