event_uuid,locationID,locality,decimalLatitude,decimalLongitude,country,higherGeography,eventDate,fieldNumber,minimumDepthInMeters,WATER.TEMPERATURE.F,WATER.TEMPERATURE.F_detBy,WATER.TEMPERATURE.F_unit,WATER.TEMPERATURE.F_accuracy,WATER.TEMPERATURE.F_method,pH,pH_detBy,pH_unit,pH_accuracy,pH_detDate,pH_method,pH_remarks,SALINITY.parts.per.1000,SALINITY.parts.per.1000_detBy,SALINITY.parts.per.1000_unit,SALINITY.parts.per.1000_accuracy,SALINITY.parts.per.1000_detDate,SALINITY.parts.per.1000_method,SALINITY.parts.per.1000_remarks
8cbdc9e8-7a68-11e6-bb23-23fbc77e3390,ETP118,Isla Paraja (s) Cocos,5.554117,-87.054083,Costa Rica,Cocos Islands,9/3/2006,506003333,6,77,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,34.6,QQ,ppt,0.1,NA,NA,NA
8cde7733-7a68-11e6-bb23-23fbc77e3390,NIC7,Paloma Sur,11.18911667,-85.83931667,Nicaragua,Chiapas-Nicaragua,12/14/2011,912342210,13,83,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,34.6,QQ,ppt,0.1,NA,NA,NA
8cecf8be-7a68-11e6-bb23-23fbc77e3390,PAC165,Two Fathom Reef,-37.25845,176.26906,New Zealand,Northeastern New Zealand,12/15/2012,912342913,12,79,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,36.4,QQ,ppt,0.1,NA,NA,NA
8cecd1a8-7a68-11e6-bb23-23fbc77e3390,PAC157,Passage Rock,-36.85658,175.12931,New Zealand,Northeastern New Zealand,12/12/2012,912342896,5,82,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,34.2,QQ,ppt,0.1,NA,NA,NA
8cd65ef0-7a68-11e6-bb23-23fbc77e3390,CHMP-S7,Prince Wreck,-37.52067,149.9643,Australia,Cape Howe,2/4/2011,3002556,6.3,84,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,34.3,QQ,ppt,0.1,NA,NA,NA
8cdeec6e-7a68-11e6-bb23-23fbc77e3390,BMP-S14,West Longnose Point,-35.83457,150.20885,Australia,Cape Howe,12/18/2011,912340206,5.1,81,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,34.1,QQ,ppt,0.1,NA,NA,NA
8cc6a547-7a68-11e6-bb23-23fbc77e3390,KI1,Dashwood Bay West,-35.58627,137.37837,Australia,South Australian Gulfs,3/20/2009,5000264,5,81,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,35.5,QQ,ppt,0.1,NA,NA,NA
8cc5e1df-7a68-11e6-bb23-23fbc77e3390,SA16,Point Westell North,-32.90669,134.0673,Australia,South Australian Gulfs,2/28/2009,5000383,7,77,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,36.4,QQ,ppt,0.1,NA,NA,NA
8cd610c6-7a68-11e6-bb23-23fbc77e3390,CHMP-S1,Howe Outer,-37.50853,149.9761,Australia,Cape Howe,2/2/2011,3002534,14,73,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,34.2,QQ,ppt,0.1,NA,NA,NA
8ccd83bf-7a68-11e6-bb23-23fbc77e3390,LHI34,Neds Beach,-31.5134,159.06903,Australia,Lord Howe and Norfolk Islands,2/12/2010,2001708,10,75,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,34.1,QQ,ppt,0.1,NA,NA,NA
8ce07355-7a68-11e6-bb23-23fbc77e3390,CAN19,Tabaiba Norte,28.4013,-16.3312,Spain,Azores Canaries Madeira,2/12/2012,912342050,3.1,73,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,35.4,QQ,ppt,0.1,NA,NA,NA
8ce04c3d-7a68-11e6-bb23-23fbc77e3390,SMP1,MRC2,-32.37526,115.68672,Australia,Leeuwin,2/11/2012,912342534,4,76,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,35.8,QQ,ppt,0.1,NA,NA,NA
8cd77090-7a68-11e6-bb23-23fbc77e3390,CAR18,Little Reef,12.58415,-81.68365,Colombia,Southwestern Caribbean,3/22/2011,1003678,5.5,78,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,35.7,QQ,ppt,0.1,NA,NA,NA
8ce0e8a2-7a68-11e6-bb23-23fbc77e3390,LHI5,Comets Hole,-31.53908,159.06543,Australia,Lord Howe and Norfolk Islands,2/21/2012,912340465,4,82,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,34.1,QQ,ppt,0.1,NA,NA,NA
8cc6f381-7a68-11e6-bb23-23fbc77e3390,KI9,Stokes_Bay_West,-35.62192,137.18793,Australia,South Australian Gulfs,3/27/2009,5000294,9,84,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,36.5,QQ,ppt,0.1,NA,NA,NA
8cc19b58-7a68-11e6-bb23-23fbc77e3390,ETP137,"Bah?a Raya, Isla de la Plata",-1.2837,-81.06969,Ecuador,Guayaquil,9/13/2008,593003511,4,80,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,34.8,QQ,ppt,0.1,NA,NA,NA
8ccbd65d-7a68-11e6-bb23-23fbc77e3390,PPH-S12,Annulus (Popes Eye),-38.27670215,144.6976173,Australia,Bassian,12/7/2009,3000230,7,74,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,36.1,QQ,ppt,0.1,NA,NA,NA
8cc8536b-7a68-11e6-bb23-23fbc77e3390,CG3,SW flats (66B),-31.68309,152.90585,Australia,Manning-Hawkesbury,5/14/2009,2001167,27,79,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,36.4,QQ,ppt,0.1,NA,NA,NA
8cd3ed87-7a68-11e6-bb23-23fbc77e3390,MBMP10,Goat Island S.E.,-27.51784,153.38356,Australia,Tweed-Moreton,7/25/2010,4000803,2,81,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,35.9,QQ,ppt,0.1,NA,NA,NA
8cea1210-7a68-11e6-bb23-23fbc77e3390,PAC74,Whangamumu heads north,-35.24013,174.31077,New Zealand,Northeastern New Zealand,10/1/2012,912342734,6,81,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,36.5,QQ,ppt,0.1,NA,NA,NA
8cc396d2-7a68-11e6-bb23-23fbc77e3390,WA95,Short Beach north,-34.43861,119.39944,Australia,Leeuwin,12/25/2008,912341965,5.5,75,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,35.7,QQ,ppt,0.1,NA,NA,NA
8cc0626c-7a68-11e6-bb23-23fbc77e3390,TAS66,Waubs Bay,-41.86969,148.30285,Australia,Bassian,5/3/2008,7000609,7,77,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,35.6,QQ,ppt,0.1,NA,NA,NA
8cd6ad24-7a68-11e6-bb23-23fbc77e3390,WA89,Temp,-33.41865,115.57428,Australia,Leeuwin,2/27/2011,6002877,11.7,77,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,36.3,QQ,ppt,0.1,NA,NA,NA
8ce10fae-7a68-11e6-bb23-23fbc77e3390,MPL7,Gemelos,3.99869,-81.61169,Colombia,Panama Bight,2/21/2012,912342183,15,76,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,34.5,QQ,ppt,0.1,NA,NA,NA
8cc2fa7c-7a68-11e6-bb23-23fbc77e3390,NSW7,Fanch beach house N,-37.06885,149.91479,Australia,Cape Howe,12/10/2008,2001791,8.5,80,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,35.4,QQ,ppt,0.1,NA,NA,NA
8ce7043b-7a68-11e6-bb23-23fbc77e3390,NMP2,Point Maud Inner,-23.12142,113.75562,Australia,Ningaloo,7/24/2012,912340563,2.8,73,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,36.9,QQ,ppt,0.1,NA,NA,NA
8cdca214-7a68-11e6-bb23-23fbc77e3390,SOL4,Njari,-8.01299,156.75628,Solomon Islands,Solomon Archipelago,8/14/2011,912342032,4,79,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,34.3,QQ,ppt,0.1,NA,NA,NA
8ce2bdac-7a68-11e6-bb23-23fbc77e3390,CAN24,Fasnia Norte,28.22075,-16.41267,Spain,Azores Canaries Madeira,3/23/2012,912342065,7.5,81,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,34.8,QQ,ppt,0.1,NA,NA,NA
8cca9daa-7a68-11e6-bb23-23fbc77e3390,JBMP15,Long Nose Point East,-35.07954,150.77962,Australia,Cape Howe,9/13/2009,2000926,6,76,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,34.6,QQ,ppt,0.1,NA,NA,NA
8ce1ac09-7a68-11e6-bb23-23fbc77e3390,BRA1,PAB04,-17.959116,-38.655646,Brazil,Eastern Brazil,2/26/2012,912341790,10.5,73,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,35.9,QQ,ppt,0.1,NA,NA,NA
8ce136ca-7a68-11e6-bb23-23fbc77e3390,LHI46,Mutton Bird Island,-31.542183,159.10646,Australia,Lord Howe and Norfolk Islands,2/23/2012,912340487,8.1,76,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,35.3,QQ,ppt,0.1,NA,NA,NA
8cc3bde6-7a68-11e6-bb23-23fbc77e3390,TAS51,Clyde Island,-43.01036,147.93995,Australia,Bassian,1/4/2009,7000633,3,82,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,36.8,QQ,ppt,0.1,NA,NA,NA
8cdfafe3-7a68-11e6-bb23-23fbc77e3390,ENC10,Rapid Head North,-35.51949,138.17718,Australia,South Australian Gulfs,1/31/2012,912340319,5,81,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,35.8,QQ,ppt,0.1,NA,NA,NA
8cd57468-7a68-11e6-bb23-23fbc77e3390,BMP-S32,Bogola Point,-36.26515,150.15226,Australia,Cape Howe,12/13/2010,2002503,10.1,79,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,36.7,QQ,ppt,0.1,NA,NA,NA
8ce8d944-7a68-11e6-bb23-23fbc77e3390,CAN45,Baranco Seco,28.268458,-16.850992,Spain,Azores Canaries Madeira,8/23/2012,912340427,10,75,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,34.1,QQ,ppt,0.1,NA,NA,NA
8cca2869-7a68-11e6-bb23-23fbc77e3390,SI18,Manta Arch,-30.20261,153.26844,Australia,Tweed-Moreton,8/23/2009,2000998,15,73,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,35.2,QQ,ppt,0.1,NA,NA,NA
8ce0c17e-7a68-11e6-bb23-23fbc77e3390,LHI22,Georges Bay,-31.56557,159.09975,Australia,Lord Howe and Norfolk Islands,2/20/2012,912340446,6,83,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,34.3,QQ,ppt,0.1,NA,NA,NA
8ce3812b-7a68-11e6-bb23-23fbc77e3390,EI15,MotuTautara Sth EasterIsland,-27.11061,-109.42365,Chile,Easter Island,4/5/2012,912342107,14,80,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,37,QQ,ppt,0.1,NA,NA,NA
8cc916bd-7a68-11e6-bb23-23fbc77e3390,FP1,Papeete Dock,-17.53594,-149.58207,French Polynesia,Society Islands,7/1/2009,689003047,2.1,82,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,36.6,QQ,ppt,0.1,NA,NA,NA
8cdf1385-7a68-11e6-bb23-23fbc77e3390,BMP-S29,Wasp Island,-35.66796,150.31036,Australia,Cape Howe,1/10/2012,912340212,5.1,73,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,36.6,QQ,ppt,0.1,NA,NA,NA
8cc4f69f-7a68-11e6-bb23-23fbc77e3390,LHI40,Horseshoe Reef,-31.54252,159.06194,Australia,Lord Howe and Norfolk Islands,2/8/2009,2001734,1.6,74,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,34.5,QQ,ppt,0.1,NA,NA,NA
8cde01ea-7a68-11e6-bb23-23fbc77e3390,PS8,Fingal Island South,-32.74928,152.18487,Australia,Manning-Hawkesbury,11/19/2011,912340234,6,73,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,36.5,QQ,ppt,0.1,NA,NA,NA
8cf02d9e-7a68-11e6-bb23-23fbc77e3390,NIN-S1,Charlotte Cove Light,-43.27292,147.14343,Australia,Bassian,3/5/2013,912342710,5.3,75,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,35.8,QQ,ppt,0.1,NA,NA,NA
8ccdaad2-7a68-11e6-bb23-23fbc77e3390,DE41,White Rock  South Arm,-42.97744,147.39232,Australia,Bassian,2/12/2010,7000494,4.1,74,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,34.6,QQ,ppt,0.1,NA,NA,NA
8cd5263c-7a68-11e6-bb23-23fbc77e3390,WA92,The Arches,-31.71581,115.70137,Australia,Houtman,10/17/2010,6002865,7,81,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,35.1,QQ,ppt,0.1,NA,NA,NA
8cc56be0-7a68-11e6-bb23-23fbc77e3390,SA7,Jones Island NW,-33.18513,134.35915,Australia,South Australian Gulfs,2/24/2009,5000397,3.3,74,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,34.6,QQ,ppt,0.1,NA,NA,NA
8ccce75a-7a68-11e6-bb23-23fbc77e3390,DE28,Opossum Bay,-42.99214,147.39795,Australia,Bassian,1/13/2010,7000445,4,79,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,36.4,QQ,ppt,0.1,NA,NA,NA
8ccc24cb-7a68-11e6-bb23-23fbc77e3390,SYD19,Bare Island,-33.992931,151.231843,Australia,Manning-Hawkesbury,12/10/2009,2001457,7,74,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,34.4,QQ,ppt,0.1,NA,NA,NA
8cd7bec6-7a68-11e6-bb23-23fbc77e3390,CAR24,Chichime SW,9.58772,-78.88924,Panama,Southwestern Caribbean,3/28/2011,1003695,6.5,77,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,37,QQ,ppt,0.1,NA,NA,NA
8ce6b608-7a68-11e6-bb23-23fbc77e3390,FP53,Fakarava Nth Inside,-16.07705,-145.70184,French Polynesia,Tuamotus,6/28/2012,912342146,3,76,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,34.2,QQ,ppt,0.1,NA,NA,NA
8cc21097-7a68-11e6-bb23-23fbc77e3390,SA3,Edithburgh Jetty,-35.084825,137.749572,Australia,South Australian Gulfs,10/4/2008,5000344,7,73,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,34.9,QQ,ppt,0.1,NA,NA,NA
8ceb23b2-7a68-11e6-bb23-23fbc77e3390,CS14,Chilcott South,-16.93573,149.99411,Australia,Coral Sea,10/26/2012,912342273,8,77,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,34.7,QQ,ppt,0.1,NA,NA,NA
8cd7bebf-7a68-11e6-bb23-23fbc77e3390,SYD38,Middle Head Sth,-33.82827,151.26574,Australia,Manning-Hawkesbury,3/27/2011,2002740,5.5,83,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,35.3,QQ,ppt,0.1,NA,NA,NA
8cc8c891-7a68-11e6-bb23-23fbc77e3390,FLORES4,South Pangah Batang Spit,-8.43966,122.32843,Indonesia,Lesser Sunda,5/30/2009,62003120,7,82,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,36.3,QQ,ppt,0.1,NA,NA,NA
8ce492fe-7a68-11e6-bb23-23fbc77e3390,MAL2,Manta Point,4.27899,73.5563,Maldives,Maldives,5/8/2012,912340365,11,76,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,34.7,QQ,ppt,0.1,NA,NA,NA
8ce68ef1-7a68-11e6-bb23-23fbc77e3390,FP48,Faaite Passe Teporioha Sth,-16.70424,-145.36034,French Polynesia,Tuamotus,6/17/2012,912342139,13,77,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,35.3,QQ,ppt,0.1,NA,NA,NA
8cce2014-7a68-11e6-bb23-23fbc77e3390,SYD3,Clarke Island,-33.86328,151.24196,Australia,Manning-Hawkesbury,2/21/2010,2001920,2.5,82,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,34.2,QQ,ppt,0.1,NA,NA,NA
8ce7eeb8-7a68-11e6-bb23-23fbc77e3390,PAC11,"Big Passage middle mooring, Palmerston",-18.0483,-163.19341,Cook Islands,Southern Cook/Austral Islands,8/4/2012,912341112,12,84,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,36.1,QQ,ppt,0.1,NA,NA,NA
8cc396d8-7a68-11e6-bb23-23fbc77e3390,TAS48,Waterfall Bay,-43.06085,147.94791,Australia,Bassian,1/3/2009,7000620,5.5,77,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,36.1,QQ,ppt,0.1,NA,NA,NA
8ce07358-7a68-11e6-bb23-23fbc77e3390,RSA2,Pyramid Rock,-34.23791,18.47747,South Africa,Agulhas Bank,2/13/2012,912341774,9.1,84,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,35.4,QQ,ppt,0.1,NA,NA,NA
8ccebc72-7a68-11e6-bb23-23fbc77e3390,KI17,Castle Gully,-35.66578,137.05316,Australia,South Australian Gulfs,3/14/2010,5000319,7.5,77,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,34.4,QQ,ppt,0.1,NA,NA,NA
8ceb4abb-7a68-11e6-bb23-23fbc77e3390,PAC111,East Anchor Bay,-36.36647,174.84309,New Zealand,Northeastern New Zealand,10/26/2012,912342799,6,81,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,34.9,QQ,ppt,0.1,NA,NA,NA
8cda0910-7a68-11e6-bb23-23fbc77e3390,BMP22,Montague Is NW shallow bay,-36.24482,150.22451,Australia,Cape Howe,5/20/2011,2002801,12,84,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,34.3,QQ,ppt,0.1,NA,NA,NA
8ce5563f-7a68-11e6-bb23-23fbc77e3390,SEY11,Therese Island,-4.66855,55.39504,Seychelles,Seychelles,5/19/2012,912340383,8,74,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,35.8,QQ,ppt,0.1,NA,NA,NA
8cda302b-7a68-11e6-bb23-23fbc77e3390,ETP57,Ladrones NW,7.87083,-82.44462,Panama,Nicoya,5/21/2011,507003181,7.5,79,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,35.6,QQ,ppt,0.1,NA,NA,NA
8ce136c7-7a68-11e6-bb23-23fbc77e3390,LHI37,Malabar 2,-31.5113,159.05615,Australia,Lord Howe and Norfolk Islands,2/23/2012,912340484,10,76,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,35.9,QQ,ppt,0.1,NA,NA,NA
8cc32192-7a68-11e6-bb23-23fbc77e3390,NSW10,Lennard Is NW,-37.01646,149.94249,Australia,Cape Howe,12/11/2008,2001437,8.5,82,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,34.6,QQ,ppt,0.1,NA,NA,NA
8cc7b6eb-7a68-11e6-bb23-23fbc77e3390,WA17,Busselton Jetty,-33.63055,115.33823,Australia,Leeuwin,4/12/2009,6002038,7.5,79,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,35.4,QQ,ppt,0.1,NA,NA,NA
8cdfd6f6-7a68-11e6-bb23-23fbc77e3390,ENC4,Lasseters Reef,-35.50838,138.21873,Australia,South Australian Gulfs,2/1/2012,912340326,3.5,75,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,35.1,QQ,ppt,0.1,NA,NA,NA
8ce8b234-7a68-11e6-bb23-23fbc77e3390,PAC35,Rose Atoll bommie 1 wreck,-14.54903,-168.16197,American Samoa,Samoa Islands,8/22/2012,912341159,7.5,78,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,35.7,QQ,ppt,0.1,NA,NA,NA
8cc12615-7a68-11e6-bb23-23fbc77e3390,RI17,Salmon Bay,-32.02329,115.51787,Australia,Leeuwin,7/27/2008,6002219,7,78,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,36.5,QQ,ppt,0.1,NA,NA,NA
8cc87a69-7a68-11e6-bb23-23fbc77e3390,CG10,Steves Bommie (668),-31.68152,152.91196,Australia,Manning-Hawkesbury,5/17/2009,2000860,31,79,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,35.3,QQ,ppt,0.1,NA,NA,NA
8cca768f-7a68-11e6-bb23-23fbc77e3390,TONGA7,'O'ua NE,-20.02291,-174.68276,Tonga,Tonga Islands,9/5/2009,676003245,2.5,82,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,37,QQ,ppt,0.1,NA,NA,NA
8cca7690-7a68-11e6-bb23-23fbc77e3390,PPB40,Pt Nepean Radar,-38.306316,144.66453,Australia,Bassian,9/9/2009,3000246,4,77,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,37,QQ,ppt,0.1,NA,NA,NA
8ce10fa8-7a68-11e6-bb23-23fbc77e3390,LHI6,Comets Hole,-31.53908,159.06543,Australia,Lord Howe and Norfolk Islands,2/21/2012,912340466,2,83,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,35,QQ,ppt,0.1,NA,NA,NA
8cd28db3-7a68-11e6-bb23-23fbc77e3390,COR1,Fitzroy Island,-16.93144,145.98775,Australia,Central and Southern Great Barrier Reef,7/4/2010,4000677,4,79,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,35,QQ,ppt,0.1,NA,NA,NA
8ce26f8d-7a68-11e6-bb23-23fbc77e3390,BRA9,ARENG,-17.666638,-38.997194,Brazil,Eastern Brazil,3/2/2012,912341809,5,81,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,35.4,QQ,ppt,0.1,NA,NA,NA
8cd3c669-7a68-11e6-bb23-23fbc77e3390,MBMP1,Flat Rock,-27.38898,153.55097,Australia,Tweed-Moreton,7/19/2010,4000801,9,82,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,36.9,QQ,ppt,0.1,NA,NA,NA
8cc87a63-7a68-11e6-bb23-23fbc77e3390,CG1,Nth of Pinnacles (662),-31.68207,152.90948,Australia,Manning-Hawkesbury,5/16/2009,2001290,25,78,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,36.3,QQ,ppt,0.1,NA,NA,NA
8ced951d-7a68-11e6-bb23-23fbc77e3390,KER14,Smith Bluff,-29.29233,-177.96092,New Zealand,Kermadec Island,1/1/2013,912342428,7,75,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,35.9,QQ,ppt,0.1,NA,NA,NA
8cdc7a88-7a68-11e6-bb23-23fbc77e3390,RED4,Small Gotta,23.42852,35.90383,Egypt,Northern and Central Red Sea,8/1/2011,20003008,15,77,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,34.3,QQ,ppt,0.1,NA,NA,NA
8cdd8ca3-7a68-11e6-bb23-23fbc77e3390,CAN7,Puerto de la Cruz offshore,28.42213,-16.55349,Spain,Azores Canaries Madeira,10/13/2011,34003029,13,79,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,36.7,QQ,ppt,0.1,NA,NA,NA
8cc65674-7a68-11e6-bb23-23fbc77e3390,ACEH30,Pasi Janeng 1,5.6291,95.13154,Indonesia,Western Sumatra,3/7/2009,62003116,5,77,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,36.2,QQ,ppt,0.1,NA,NA,NA
8cd43ba5-7a68-11e6-bb23-23fbc77e3390,USWC5,Johnson s Lee  Sta Rosa CA,33.90142,-120.10222,United States,Northern California,8/19/2010,1003257,13.5,75,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,36.7,QQ,ppt,0.1,NA,NA,NA
8cd6ad23-7a68-11e6-bb23-23fbc77e3390,WA89,Temp,-33.41865,115.57428,Australia,Leeuwin,2/27/2011,6002876,11,76,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,35,QQ,ppt,0.1,NA,NA,NA
8cdec55e-7a68-11e6-bb23-23fbc77e3390,BMP-S14,West Longnose Point,-35.83457,150.20885,Australia,Cape Howe,12/18/2011,912340205,5,76,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,37,QQ,ppt,0.1,NA,NA,NA
8cd1a32d-7a68-11e6-bb23-23fbc77e3390,QLD53,Turtle Beach,-14.65277,145.4505,Australia,Torres Strait Northern Great Barrier Reef,6/24/2010,4000743,4,75,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,35.9,QQ,ppt,0.1,NA,NA,NA
8cf02da7-7a68-11e6-bb23-23fbc77e3390,NIN-S3,Arch Island,-43.28534,147.18173,Australia,Bassian,3/6/2013,912342719,5.1,75,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,35.4,QQ,ppt,0.1,NA,NA,NA
8ce5cb85-7a68-11e6-bb23-23fbc77e3390,RI20,Swirl Reef  Rottnest,-31.99976,115.46846,Australia,Leeuwin,5/27/2012,10000036,12,84,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,35.4,QQ,ppt,0.1,NA,NA,NA
